date,day,time,stadium,home,away,cancelled,reason,note,daily_temp_max,daily_temp_min,daily_temp_mean,daily_precip_sum,daily_rain_sum,daily_precip_hours,daily_wind_max,daily_wind_gust_max,pre_game_precip,pre_game_temp,pre_game_humidity,pre_game_wind,prev_day_precip
2022-10-05,수,18:30,잠실,5두산,SSG2,False,정상진행,-,18.9,13.5,15.5,5.6,5.6,13.0,10.6,22.7,0.1,17.5,67.0,7.1,26.6
2022-10-07,금,18:30,잠실,2두산,삼성8,False,정상진행,-,17.0,10.5,13.7,0.3,0.3,3.0,14.3,28.4,0.0,16.1,65.0,11.0,2.3
2022-10-08,토,17:00,잠실,1두산,키움5,False,정상진행,-,19.1,8.3,13.4,0.0,0.0,0.0,10.8,21.2,0.0,18.8,49.2,9.6,0.3
2022-10-09,일,14:00,잠실,LG,KT,True,우천취소,우천취소,14.2,10.7,13.2,21.5,21.5,16.0,16.0,31.7,6.1,14.1,84.8,6.3,0.0
2022-10-11,화,18:30,잠실,6LG,KT5,False,정상진행,-,15.0,6.4,9.5,0.0,0.0,0.0,15.9,28.8,0.0,13.9,65.5,10.6,0.9
2023-04-01,토,14:00,잠실,12두산,롯데10,False,정상진행,-,25.0,7.4,15.6,0.0,0.0,0.0,15.5,29.5,0.0,22.2,26.8,4.7,0.0
2023-04-02,일,14:00,잠실,0두산,롯데2,False,정상진행,-,23.6,9.1,16.8,0.0,0.0,0.0,16.0,32.4,0.0,22.0,16.0,13.9,0.0
2023-04-04,화,18:30,잠실,1두산,NC0,False,정상진행,-,21.4,11.6,16.1,8.7,8.7,7.0,13.7,25.6,0.4,19.8,28.2,5.0,0.0
2023-04-05,수,18:30,잠실,3두산,NC9,False,정상진행,-,15.9,8.9,12.9,39.6,39.6,21.0,23.9,46.1,0.9,12.3,91.5,19.5,8.7
2023-04-06,목,18:30,잠실,6두산,NC2,False,정상진행,-,11.3,7.1,9.3,2.9,2.9,12.0,17.4,33.8,0.1,10.0,82.8,16.6,39.6
2023-04-11,화,18:30,잠실,6두산,키움4,False,정상진행,-,18.5,8.0,12.6,3.3,3.3,4.0,41.8,74.2,0.1,13.2,81.5,17.2,0.0
2023-04-12,수,18:30,잠실,두산,키움,True,기타취소,미세먼지취소,14.0,1.5,8.3,0.0,0.0,0.0,26.5,50.0,0.0,12.6,33.5,21.1,3.3
2023-04-13,목,18:30,잠실,2두산,키움9,False,정상진행,-,18.4,2.7,10.2,0.0,0.0,0.0,13.5,28.1,0.0,16.9,27.8,11.1,0.0
2023-04-14,금,18:30,잠실,13LG,두산4,False,정상진행,-,21.0,8.4,13.9,0.5,0.5,2.0,16.3,29.9,0.0,18.6,51.8,10.0,0.0
2023-04-15,토,17:00,잠실,3LG,두산1,False,정상진행,-,13.8,8.0,11.5,5.6,5.6,7.0,13.8,29.2,0.1,13.2,81.8,13.1,0.5
2023-04-16,일,14:00,잠실,5LG,두산10,False,정상진행,-,15.5,5.3,9.6,0.5,0.5,1.0,22.4,42.1,0.5,13.3,61.0,9.1,5.6
2023-04-25,화,18:30,잠실,5LG,SSG4,False,정상진행,-,11.9,8.0,10.1,1.6,1.6,8.0,10.9,23.0,0.1,11.4,55.5,7.0,0.0
2023-04-26,수,18:30,잠실,3LG,SSG5,False,정상진행,-,14.3,5.9,9.9,0.6,0.6,2.0,21.5,41.8,0.0,13.8,40.8,14.8,1.6
2023-04-27,목,18:30,잠실,6LG,SSG3,False,정상진행,-,19.9,3.5,11.1,0.0,0.0,0.0,14.5,29.9,0.0,18.1,40.8,12.7,0.6
2023-05-02,화,18:30,잠실,3두산,한화0,False,정상진행,-,23.6,7.1,15.6,0.0,0.0,0.0,12.4,23.4,0.0,22.6,29.0,10.7,0.0
2023-05-03,수,18:30,잠실,3두산,한화8,False,정상진행,-,24.8,10.3,18.0,0.0,0.0,0.0,14.6,28.8,0.0,23.7,30.2,13.3,0.0
2023-05-04,목,18:30,잠실,3두산,한화10,False,정상진행,-,27.1,12.7,19.6,0.0,0.0,0.0,13.8,33.8,0.0,25.7,45.0,11.6,0.0
2023-05-06,토,14:00,잠실,두산,LG,True,우천취소,우천취소,13.5,11.3,12.1,46.8,46.8,18.0,26.1,45.7,12.8,11.8,86.5,19.9,43.7
2023-05-12,금,18:30,잠실,6두산,KIA1,False,정상진행,-,22.2,9.4,15.5,0.0,0.0,0.0,12.1,22.3,0.0,21.1,43.2,9.6,0.0
2023-05-13,토,17:00,잠실,5두산,KIA1,False,정상진행,-,22.2,9.9,16.1,0.0,0.0,0.0,11.7,25.2,0.0,21.7,48.5,11.2,0.0
2023-05-14,일,14:00,잠실,8두산,KIA4,False,정상진행,-,21.8,10.7,16.4,0.0,0.0,0.0,15.1,30.2,0.0,20.9,43.5,10.2,0.0
2023-05-19,금,18:30,잠실,3LG,한화1,False,정상진행,-,25.5,16.0,21.0,0.0,0.0,0.0,14.7,30.6,0.0,25.3,46.2,10.6,0.1
2023-05-20,토,17:00,잠실,1LG,한화1,False,정상진행,-,26.6,15.2,19.8,0.0,0.0,0.0,25.1,49.3,0.0,22.9,60.5,22.9,0.0
2023-05-21,일,14:00,잠실,4LG,한화1,False,정상진행,-,21.3,14.7,17.2,0.8,0.8,2.0,20.9,40.3,0.0,20.7,53.5,17.9,0.0
2023-05-26,금,18:30,잠실,3두산,SSG14,False,정상진행,-,27.1,15.2,20.7,0.2,0.2,2.0,20.2,38.2,0.0,24.9,45.8,16.1,0.2
2023-05-27,토,14:00,잠실,두산,SSG,True,우천취소,우천취소,20.4,16.9,18.9,23.2,23.2,15.0,10.1,18.0,9.5,19.3,88.5,7.6,0.2
2023-05-28,일,14:00,잠실,두산,SSG,True,우천취소,우천취소,20.3,18.3,19.3,45.4,45.4,23.0,13.9,28.4,7.5,20.1,94.0,11.5,23.2
2023-06-06,화,14:00,잠실,4두산,한화1,False,정상진행,-,23.4,14.9,18.9,0.1,0.1,1.0,18.6,35.6,0.0,23.0,59.5,12.1,0.1
2023-06-07,수,18:30,잠실,6두산,한화3,False,정상진행,-,26.0,16.8,20.6,0.2,0.2,2.0,18.0,36.0,0.0,24.4,65.8,16.3,0.1
2023-06-08,목,18:30,잠실,2두산,한화1,False,정상진행,-,23.2,16.8,19.8,14.4,14.4,7.0,16.1,38.2,0.2,22.8,72.0,11.6,0.2
2023-06-13,화,18:30,잠실,2LG,삼성1,False,정상진행,-,24.4,17.3,20.5,0.4,0.4,2.0,19.2,36.0,0.1,22.8,68.8,17.4,1.5
2023-06-14,수,18:30,잠실,3LG,삼성2,False,정상진행,-,24.9,16.0,20.5,2.3,2.3,4.0,12.6,24.8,0.5,23.7,64.8,8.8,0.4
2023-06-15,목,18:30,잠실,9LG,삼성3,False,정상진행,-,26.2,16.0,20.9,1.3,1.3,5.0,13.7,25.2,0.8,24.9,64.0,11.2,2.3
2023-06-23,금,18:30,잠실,1LG,롯데2,False,정상진행,-,28.2,18.3,22.7,0.0,0.0,0.0,8.4,18.0,0.0,27.8,58.5,4.7,1.9
2023-06-24,토,17:00,잠실,9LG,롯데1,False,정상진행,-,28.8,20.3,24.6,0.0,0.0,0.0,9.3,18.7,0.0,28.7,62.5,5.2,0.0
2023-06-30,금,18:30,잠실,5LG,KIA4,False,정상진행,-,27.0,22.3,24.3,15.5,15.5,17.0,7.0,16.9,0.7,26.7,82.2,5.3,54.8
2023-07-01,토,18:00,잠실,3LG,KIA5,False,정상진행,-,31.8,22.2,26.1,0.0,0.0,0.0,13.0,27.4,0.0,30.6,68.5,9.5,15.5
2023-07-11,화,18:30,잠실,LG,한화,True,우천취소,우천취소,24.6,21.3,23.4,52.6,52.6,15.0,18.4,33.1,7.5,24.4,92.5,16.1,2.1
2023-07-12,수,18:30,잠실,1LG,한화2,False,정상진행,-,28.7,22.0,25.4,1.6,1.6,8.0,9.7,22.0,0.5,27.8,77.0,7.8,52.6
2023-07-13,목,18:30,잠실,LG,한화,True,우천취소,우천취소,26.1,24.3,24.8,40.1,40.1,17.0,18.7,35.3,8.7,25.3,92.8,14.8,1.6
2023-07-25,화,18:30,잠실,8두산,롯데5,False,정상진행,-,29.4,23.2,25.8,19.2,19.2,20.0,16.1,35.3,1.5,27.6,79.5,13.7,17.8
2023-07-26,수,18:30,잠실,2두산,롯데7,False,정상진행,-,30.0,22.8,25.5,29.5,29.5,21.0,15.4,33.1,3.6,27.8,82.2,13.1,19.2
2023-07-27,목,18:30,잠실,1두산,롯데9,False,정상진행,-,30.9,22.3,26.0,0.8,0.8,5.0,14.3,31.3,0.5,28.6,81.5,10.5,29.5
2023-07-28,금,18:30,잠실,2두산,LG9,False,정상진행,-,32.5,23.7,27.7,1.5,1.5,3.0,13.2,27.4,0.2,30.7,69.0,9.1,0.8
2023-07-29,토,18:00,잠실,6두산,LG7,False,정상진행,-,31.9,25.1,28.2,2.5,2.5,3.0,13.1,28.1,1.6,30.8,68.8,11.1,1.5
2023-08-04,금,18:30,잠실,3두산,KT4,False,정상진행,-,32.5,24.3,28.4,0.0,0.0,0.0,11.9,24.8,0.0,31.9,62.8,11.4,0.0
2023-08-05,토,18:00,잠실,7두산,KT4,False,정상진행,-,34.1,24.0,28.4,0.0,0.0,0.0,17.8,34.6,0.0,32.6,61.8,13.5,0.0
2023-08-06,일,17:00,잠실,1두산,KT3,False,정상진행,-,32.6,24.8,28.7,3.8,3.8,3.0,8.4,22.0,0.1,32.2,66.0,6.6,0.0
2023-08-08,화,18:30,잠실,5두산,삼성3,False,정상진행,-,33.8,23.7,28.5,1.7,1.7,7.0,16.1,28.4,0.0,33.0,57.2,14.8,14.4
2023-08-09,수,18:30,잠실,4두산,삼성6,False,정상진행,-,31.1,23.9,26.9,3.8,3.8,3.0,19.1,36.0,0.0,29.8,65.0,18.6,1.7
2023-08-10,목,18:30,잠실,두산,삼성,True,우천취소,우천취소,23.9,21.0,22.5,77.5,77.5,24.0,24.9,53.3,21.4,21.6,90.2,21.8,3.8
2023-08-15,화,17:00,잠실,0두산,KT1,False,정상진행,-,31.1,23.8,27.2,0.2,0.2,1.0,9.0,19.8,0.0,31.0,64.5,8.4,0.3
2023-08-16,수,18:30,잠실,2두산,KT5,False,정상진행,-,30.1,22.6,26.1,0.8,0.8,5.0,11.7,24.8,0.1,29.3,67.8,9.0,0.2
2023-08-17,목,18:30,잠실,8두산,KT9,False,정상진행,-,31.2,22.8,27.0,0.1,0.1,1.0,6.2,16.9,0.0,31.1,57.2,2.7,0.8
2023-08-25,금,18:30,잠실,10두산,SSG1,False,정상진행,-,28.2,22.7,25.3,1.2,1.2,9.0,20.0,37.8,0.3,27.4,75.2,17.7,22.8
2023-08-26,토,18:00,잠실,5두산,SSG7,False,정상진행,-,28.8,21.3,24.9,0.0,0.0,0.0,10.8,22.7,0.0,27.9,68.2,9.4,1.2
2023-08-27,일,17:00,잠실,5두산,SSG8,False,정상진행,-,28.0,21.4,24.7,1.8,1.8,5.0,11.2,19.8,0.0,27.2,74.2,7.7,0.0
2023-09-01,금,18:30,잠실,10LG,한화0,False,정상진행,-,28.3,19.0,23.1,0.0,0.0,0.0,11.3,23.4,0.0,27.4,60.0,9.2,0.0
2023-09-02,토,14:00,잠실,3LG,한화5,False,정상진행,-,29.3,18.2,23.7,0.0,0.0,0.0,8.3,17.3,0.0,27.6,59.2,6.2,0.0
2023-09-03,일,14:00,잠실,3LG,한화5,False,정상진행,-,29.3,22.6,25.8,2.3,2.3,11.0,7.2,19.4,0.1,28.3,74.0,5.1,0.0
2023-09-08,금,18:30,잠실,8두산,삼성7,False,정상진행,-,28.5,18.5,23.0,0.0,0.0,0.0,8.2,18.4,0.0,27.9,57.0,7.6,0.0
2023-09-09,토,14:00,잠실,1두산,삼성5,False,정상진행,-,29.5,20.3,24.3,0.0,0.0,0.0,9.7,19.8,0.0,28.0,64.8,3.5,0.0
2023-09-10,일,14:00,잠실,8두산,삼성2,False,정상진행,-,27.9,20.2,24.4,0.3,0.3,3.0,8.3,17.6,0.1,27.5,67.0,5.1,0.0
2023-09-12,화,18:30,잠실,8두산,한화3,False,정상진행,-,28.5,20.3,24.1,0.0,0.0,0.0,9.7,18.7,0.0,27.8,60.8,5.8,0.4
2023-09-13,수,18:30,잠실,두산,SSG,True,우천취소,우천취소,23.9,19.8,22.0,24.1,24.1,19.0,12.3,20.9,6.1,22.3,90.0,5.0,0.0
2023-09-14,목,18:30,잠실,3두산,SSG2,False,정상진행,-,26.5,18.6,22.4,0.2,0.2,1.0,17.9,36.0,0.0,25.4,67.5,13.4,24.1
2023-09-23,토,17:00,잠실,3LG,한화1,False,정상진행,-,25.4,15.6,20.5,0.0,0.0,0.0,16.4,28.8,0.0,25.0,54.2,11.9,0.0
2023-09-24,일,14:00,잠실,5LG,한화1,False,정상진행,-,24.7,15.7,20.2,0.0,0.0,0.0,14.8,29.9,0.0,23.5,50.5,12.6,0.0
2023-09-28,목,17:00,잠실,1LG,삼성11,False,정상진행,-,24.9,19.0,21.5,0.7,0.7,5.0,16.2,32.0,0.1,24.3,73.2,15.6,6.8
2023-09-29,금,14:00,잠실,4두산,LG3,False,정상진행,-,24.0,16.3,19.7,0.0,0.0,0.0,8.8,16.6,0.0,22.6,58.2,2.7,0.7
2023-09-30,토,14:00,잠실,3두산,LG1,False,정상진행,-,22.1,16.3,19.3,1.8,1.8,6.0,19.7,40.0,1.5,20.8,78.0,17.4,0.0
2023-10-03,화,14:00,잠실,5두산,키움6,False,정상진행,-,21.2,12.2,16.3,0.0,0.0,0.0,10.5,23.8,0.0,18.6,67.2,8.6,0.0
2023-10-06,금,18:30,잠실,2LG,KIA3,False,정상진행,-,19.3,9.7,13.9,0.0,0.0,0.0,10.2,20.9,0.0,18.2,59.0,7.5,0.0
2023-10-07,토,17:00,잠실,3두산,롯데6,False,정상진행,-,21.2,9.4,15.6,0.0,0.0,0.0,9.8,20.5,0.0,20.8,53.0,8.0,0.0
2023-10-08,일,14:00,잠실,2두산,롯데1,False,정상진행,-,19.6,13.0,16.1,0.4,0.4,1.0,13.4,25.9,0.4,19.0,67.0,10.7,0.0
2023-10-09,월,14:00,잠실,1LG,롯데8,False,정상진행,-,19.8,13.5,16.0,0.2,0.2,1.0,11.9,21.6,0.2,17.9,70.8,4.3,0.4
2023-10-10,화,18:30,잠실,7LG,롯데0,False,정상진행,-,21.4,11.1,15.5,0.0,0.0,0.0,9.0,20.2,0.0,20.3,60.5,3.7,0.2
2023-10-12,목,18:30,잠실,11두산,NC1,False,정상진행,-,22.0,10.7,16.0,0.0,0.0,0.0,9.1,14.8,0.0,20.5,58.2,4.0,0.0
2023-10-13,금,18:30,잠실,3두산,KIA1,False,정상진행,-,20.4,13.2,16.8,0.0,0.0,0.0,7.3,12.6,0.0,19.9,62.0,2.5,0.0
2024-03-23,토,14:00,잠실,8LG,한화2,False,정상진행,-,16.7,7.6,11.2,1.0,1.0,1.0,14.9,26.6,0.0,14.4,59.0,9.6,12.4
2024-03-24,일,14:00,잠실,4LG,한화8,False,정상진행,-,19.9,4.0,11.9,0.0,0.0,0.0,12.0,25.9,0.0,17.9,42.0,10.7,1.0
2024-03-26,화,18:30,잠실,4LG,삼성3,False,정상진행,-,12.2,2.2,6.4,12.3,10.9,11.0,19.1,33.5,0.0,11.9,53.2,6.8,2.3
2024-03-27,수,18:30,잠실,2LG,삼성2,False,정상진행,-,15.4,2.0,8.0,0.0,0.0,0.0,12.2,24.1,0.0,14.0,62.2,10.5,12.3
2024-03-28,목,18:30,잠실,18LG,삼성1,False,정상진행,-,12.6,6.9,9.3,2.5,2.5,13.0,10.4,22.3,0.0,12.2,75.2,4.8,0.0
2024-04-05,금,18:30,잠실,7LG,KT8,False,정상진행,-,16.6,6.7,12.2,0.1,0.1,1.0,16.9,33.5,0.1,15.2,61.5,14.5,0.0
2024-04-06,토,17:00,잠실,8LG,KT4,False,정상진행,-,16.9,4.8,10.1,0.0,0.0,0.0,16.3,32.0,0.0,16.1,37.8,12.6,0.1
2024-04-07,일,14:00,잠실,16LG,KT7,False,정상진행,-,21.3,5.4,12.6,0.0,0.0,0.0,15.2,29.2,0.0,18.5,33.0,3.1,0.0
2024-04-09,화,18:30,잠실,5두산,한화3,False,정상진행,-,18.2,8.3,12.6,0.0,0.0,0.0,21.3,44.3,0.0,17.4,29.2,15.1,0.0
2024-04-10,수,14:00,잠실,7두산,한화4,False,정상진행,-,18.7,6.8,12.4,0.0,0.0,0.0,18.8,35.3,0.0,17.2,51.0,11.2,0.0
2024-04-11,목,18:30,잠실,0두산,한화3,False,정상진행,-,19.6,8.9,13.3,1.5,1.5,2.0,11.8,22.0,0.0,19.2,51.2,2.9,0.0
2024-04-16,화,18:30,잠실,7LG,롯데2,False,정상진행,-,16.2,8.0,12.2,0.4,0.4,4.0,19.6,40.3,0.0,15.2,70.0,16.9,18.2
2024-04-17,수,18:30,잠실,6LG,롯데5,False,정상진행,-,20.8,7.2,12.2,0.0,0.0,0.0,13.9,27.7,0.0,19.1,51.0,11.3,0.4
2024-04-18,목,18:30,잠실,2LG,롯데9,False,정상진행,-,23.5,9.2,15.1,0.0,0.0,0.0,16.5,31.7,0.0,21.5,46.2,13.9,0.0
2024-04-23,화,18:30,잠실,4두산,NC3,False,정상진행,-,22.8,10.5,16.0,1.8,1.8,3.0,20.9,40.0,0.0,21.2,40.8,17.3,0.0
2024-04-24,수,18:30,잠실,1두산,NC3,False,정상진행,-,17.5,9.9,13.3,12.6,12.6,10.0,16.1,29.2,0.0,17.2,56.2,13.8,1.8
2024-04-25,목,18:30,잠실,7두산,NC3,False,정상진행,-,20.3,9.7,13.1,0.0,0.0,0.0,12.4,24.8,0.0,19.4,54.8,9.4,12.6
2024-04-27,토,14:00,잠실,6LG,KIA3,False,정상진행,-,24.4,9.9,15.8,0.0,0.0,0.0,16.8,32.4,0.0,22.4,44.5,9.1,0.0
2024-05-03,금,18:30,잠실,4LG,두산6,False,정상진행,-,27.6,9.6,17.3,0.0,0.0,0.0,16.2,32.4,0.0,25.7,29.8,8.4,0.0
2024-05-04,토,14:00,잠실,2LG,두산3,False,정상진행,-,27.4,11.6,19.6,0.0,0.0,0.0,21.4,41.0,0.0,25.9,32.5,6.4,0.0
2024-05-05,일,14:00,잠실,LG,두산,True,우천취소,우천취소,19.2,15.6,17.8,65.6,65.6,21.0,22.3,51.8,13.1,18.8,90.2,16.0,0.0
2024-05-07,화,18:30,잠실,2LG,SSG4,False,정상진행,-,15.6,11.9,13.4,2.0,2.0,10.0,21.4,38.5,0.0,14.2,66.0,18.6,6.7
2024-05-08,수,18:30,잠실,8LG,SSG5,False,정상진행,-,19.6,8.7,13.8,0.0,0.0,0.0,13.8,25.2,0.0,18.8,48.2,8.6,2.0
2024-05-09,목,18:30,잠실,3LG,SSG1,False,정상진행,-,20.3,8.2,14.5,0.5,0.5,2.0,20.0,38.2,0.0,19.1,54.2,19.1,0.0
2024-05-17,금,18:30,잠실,1두산,롯데5,False,정상진행,-,22.9,7.5,15.4,0.0,0.0,0.0,15.3,28.8,0.0,22.0,56.8,13.5,3.7
2024-05-18,토,17:00,잠실,8두산,롯데3,False,정상진행,-,24.7,11.1,18.0,0.0,0.0,0.0,15.1,28.4,0.0,24.0,61.2,11.9,0.0
2024-05-19,일,14:00,잠실,3두산,롯데3,False,정상진행,-,25.5,13.3,19.0,0.0,0.0,0.0,13.8,27.4,0.0,23.9,52.2,2.8,0.0
2024-05-24,금,18:30,잠실,11LG,NC4,False,정상진행,-,25.0,14.2,19.3,0.0,0.0,0.0,7.9,18.7,0.0,24.6,62.2,6.0,0.0
2024-05-25,토,14:00,잠실,10LG,NC6,False,정상진행,-,25.3,17.7,20.4,0.1,0.1,1.0,15.6,31.0,0.0,22.8,54.0,12.9,0.0
2024-05-26,일,14:00,잠실,6LG,NC3,False,정상진행,-,23.0,15.4,19.0,5.7,5.7,11.0,20.7,36.4,0.3,22.1,58.8,13.1,0.1
2024-05-31,금,18:30,잠실,3두산,LG6,False,정상진행,-,23.2,13.1,18.7,0.0,0.0,0.0,21.2,40.0,0.0,21.9,55.8,18.9,0.0
2024-06-01,토,17:00,잠실,5두산,LG8,False,정상진행,-,25.6,15.8,19.9,1.1,1.1,4.0,20.6,38.9,0.0,25.1,36.5,17.7,0.0
2024-06-02,일,14:00,잠실,1두산,LG9,False,정상진행,-,25.7,12.8,19.0,0.2,0.2,2.0,20.0,39.2,0.0,24.7,37.0,14.7,1.1
2024-06-04,화,18:30,잠실,3LG,키움11,False,정상진행,-,28.3,12.7,20.8,0.0,0.0,0.0,14.8,28.1,0.0,27.4,32.0,10.9,0.0
2024-06-05,수,18:30,잠실,4LG,키움2,False,정상진행,-,29.3,15.5,22.2,0.0,0.0,0.0,15.2,30.6,0.0,27.9,39.5,9.3,0.0
2024-06-11,화,18:30,잠실,1두산,한화6,False,정상진행,-,30.2,17.9,23.1,0.0,0.0,0.0,19.7,38.2,0.0,27.9,50.8,18.1,0.0
2024-06-12,수,18:30,잠실,3두산,한화4,False,정상진행,-,30.9,16.1,23.2,0.0,0.0,0.0,19.1,37.4,0.0,28.9,39.2,17.8,0.0
2024-06-13,목,18:30,잠실,9두산,한화6,False,정상진행,-,31.8,17.9,24.7,0.0,0.0,0.0,16.2,33.1,0.0,30.4,33.2,14.5,0.0
2024-06-18,화,18:30,잠실,6두산,NC2,False,정상진행,-,31.3,16.9,23.6,0.0,0.0,0.0,18.6,36.4,0.0,29.5,43.2,16.8,0.0
2024-06-19,수,18:30,잠실,5두산,NC7,False,정상진행,-,35.0,18.5,26.6,0.0,0.0,0.0,10.8,23.0,0.0,34.3,32.5,9.4,0.0
2024-06-20,목,18:30,잠실,2두산,NC0,False,정상진행,-,35.5,19.8,27.3,0.0,0.0,0.0,19.5,39.6,0.0,34.8,26.8,14.0,0.0
2024-06-21,금,18:30,잠실,2LG,KT3,False,정상진행,-,32.8,21.1,26.5,0.0,0.0,0.0,16.8,33.8,0.0,30.7,42.2,13.7,0.0
2024-06-22,토,17:00,잠실,LG,KT,True,우천취소,우천취소,24.7,22.7,23.6,33.2,33.2,13.0,11.3,21.2,17.3,23.9,91.5,9.8,0.0
2024-06-28,금,18:30,잠실,10두산,SSG0,False,정상진행,-,31.0,20.3,25.0,0.0,0.0,0.0,14.4,28.4,0.0,29.6,46.5,11.1,0.0
2024-06-29,토,17:00,잠실,0두산,SSG6,False,정상진행,-,32.9,19.8,25.5,26.8,26.8,6.0,20.6,39.6,0.0,32.0,43.8,17.6,0.0
2024-07-09,화,18:30,잠실,4LG,KIA11,False,정상진행,-,26.7,21.0,23.6,13.7,13.7,12.0,18.2,36.0,2.9,24.9,87.5,9.9,47.8
2024-07-10,수,18:30,잠실,2LG,KIA5,False,정상진행,-,30.3,22.5,26.0,19.3,19.3,7.0,18.4,33.1,0.1,29.4,63.5,12.4,13.7
2024-07-11,목,18:30,잠실,2LG,KIA4,False,정상진행,-,27.4,21.3,24.0,0.9,0.9,4.0,13.2,27.7,0.0,26.9,78.2,12.6,19.3
2024-07-16,화,18:30,잠실,LG,SSG,True,우천취소,우천취소,29.9,23.7,25.9,24.8,24.8,15.0,15.7,32.0,2.5,26.3,85.5,10.1,0.3
2024-07-17,수,18:30,잠실,12LG,SSG9,False,정상진행,-,27.2,22.8,25.2,72.3,72.3,20.0,22.6,42.1,8.2,26.7,88.0,17.7,24.8
2024-07-18,목,18:30,잠실,LG,SSG,True,우천취소,우천취소,26.2,23.8,24.9,49.8,49.8,18.0,21.4,44.6,1.9,25.9,89.5,12.8,72.3
2024-07-26,금,18:30,잠실,LG,한화,True,우천취소,우천취소,33.0,25.2,28.0,18.1,18.1,12.0,19.6,42.8,10.1,29.0,84.0,13.1,3.1
2024-07-27,토,18:00,잠실,LG,한화,True,우천취소,우천취소,30.9,25.7,27.6,38.7,38.7,18.0,15.3,35.3,13.9,28.4,87.2,7.7,18.1
2024-07-30,화,18:30,잠실,1LG,삼성7,False,정상진행,-,31.0,25.2,27.5,0.8,0.8,8.0,18.6,35.6,0.0,30.1,77.2,16.9,0.5
2024-07-31,수,18:30,잠실,11LG,삼성5,False,정상진행,-,32.1,25.2,28.1,0.7,0.7,7.0,15.8,29.5,0.0,31.3,71.0,15.0,0.8
2024-08-01,목,18:30,잠실,0LG,삼성7,False,정상진행,-,32.5,25.5,28.7,1.5,1.5,11.0,15.3,30.2,0.1,32.0,70.2,14.2,0.7
2024-08-06,화,18:30,잠실,7두산,LG6,False,정상진행,-,31.3,25.0,28.1,1.6,1.6,8.0,10.1,24.8,0.0,31.1,69.2,7.8,7.5
2024-08-07,수,18:30,잠실,8두산,LG4,False,정상진행,-,31.4,25.0,27.8,2.1,2.1,4.0,10.9,24.5,0.2,30.9,70.0,9.8,1.6
2024-08-08,목,18:30,잠실,3두산,LG10,False,정상진행,-,29.7,23.8,26.9,8.3,8.3,6.0,11.8,24.8,0.2,29.0,78.5,10.2,2.1
2024-08-16,금,18:30,잠실,2LG,KIA3,False,정상진행,-,32.3,25.0,28.7,0.1,0.1,1.0,7.6,19.1,0.0,32.1,62.8,3.6,7.0
2024-08-17,토,18:00,잠실,4LG,KIA14,False,정상진행,-,32.4,25.2,28.5,4.9,4.9,5.0,10.5,20.2,3.3,30.4,72.5,7.1,0.1
2024-08-18,일,18:00,잠실,0LG,KIA4,False,정상진행,-,32.7,24.3,27.6,14.7,14.7,7.0,8.5,25.2,8.7,28.8,78.8,6.2,4.9
2024-08-20,화,18:30,잠실,4LG,SSG3,False,정상진행,-,34.5,26.0,29.4,10.2,10.2,10.0,11.9,26.6,1.0,31.7,71.0,8.5,0.9
2024-08-21,수,18:30,잠실,1LG,SSG5,False,정상진행,-,29.3,25.8,27.0,78.2,78.2,23.0,26.0,47.5,0.7,28.7,88.2,14.7,10.2
2024-08-22,목,18:30,잠실,13LG,SSG3,False,정상진행,-,31.3,25.6,28.0,4.0,4.0,13.0,28.2,55.8,2.0,29.6,80.2,24.7,78.2
2024-08-23,금,18:30,잠실,4두산,한화7,False,정상진행,-,29.9,24.6,26.7,2.5,2.5,9.0,17.7,35.6,0.0,29.2,74.5,15.8,4.0
2024-08-24,토,18:00,잠실,6두산,한화7,False,정상진행,-,30.1,22.6,26.2,1.2,1.2,4.0,11.5,29.2,0.0,29.6,72.8,7.0,2.5
2024-08-27,화,18:30,잠실,6LG,KT1,False,정상진행,-,26.3,22.6,24.7,2.5,2.5,6.0,9.7,19.4,0.0,26.2,75.8,4.6,2.0
2024-08-28,수,18:30,잠실,4LG,KT8,False,정상진행,-,32.1,21.2,26.5,0.0,0.0,0.0,15.8,28.4,0.0,31.6,56.5,6.3,2.5
2024-08-29,목,18:30,잠실,7LG,KT8,False,정상진행,-,31.0,21.6,26.4,0.0,0.0,0.0,18.1,34.2,0.0,30.2,62.2,17.0,0.0
2024-09-01,일,14:00,잠실,3두산,롯데4,False,정상진행,-,29.0,21.1,24.9,0.0,0.0,0.0,13.2,28.1,0.0,28.6,63.0,12.9,0.0
2024-09-04,수,18:30,잠실,5LG,SSG0,False,정상진행,-,30.5,20.0,25.2,0.0,0.0,0.0,11.9,25.2,0.0,30.0,57.8,5.5,0.0
2024-09-05,목,18:30,잠실,2LG,SSG4,False,정상진행,-,27.7,22.7,25.2,1.6,1.6,6.0,23.4,44.3,0.4,27.0,81.5,15.8,0.0
2024-09-06,금,18:30,잠실,1LG,한화3,False,정상진행,-,26.6,21.9,24.0,2.2,2.2,6.0,16.1,31.0,0.0,26.1,69.0,13.1,1.6
2024-09-07,토,14:00,잠실,9LG,한화3,False,정상진행,-,29.6,21.5,24.8,1.8,1.8,6.0,8.7,16.6,0.1,28.5,64.8,3.7,2.2
2024-09-08,일,14:00,잠실,14LG,한화3,False,정상진행,-,30.5,21.7,25.5,0.0,0.0,0.0,10.1,18.7,0.0,29.1,62.8,2.4,1.8
